name,institution,email,paper_title,paper_url,synopsis,linkedin_url
Yuhao Wu,Singapore University of Technology and Design,,LongWriter-Zero: Mastering Ultra-Long Text Generation via Reinforcement Learning,https://openreview.net/forum?id=JWx4DI2N8k,"LongWriter-Zero addresses the challenge of generating ultra-long text where large language models typically degrade in quality or rely on costly synthetic datasets. The researchers overcome this by using reinforcement learning to train a model from scratch with specialized reward signals that ensure coherence, appropriate length, and structural formatting. Experimental results demonstrate that this RL-based approach consistently outperforms existing state-of-the-art models, including those with much larger parameters, on long-form writing benchmarks. This breakthrough enables reliable practical use cases such as multi-section legal reports, in-depth narrative storytelling, and comprehensive educational content creation without manual data curation.",
Yushi Bai,"Tsinghua University, Tsinghua University",,LongWriter-Zero: Mastering Ultra-Long Text Generation via Reinforcement Learning,https://openreview.net/forum?id=JWx4DI2N8k,"LongWriter-Zero addresses the challenge of generating ultra-long text where large language models typically degrade in quality or rely on costly synthetic datasets. The researchers overcome this by using reinforcement learning to train a model from scratch with specialized reward signals that ensure coherence, appropriate length, and structural formatting. Experimental results demonstrate that this RL-based approach consistently outperforms existing state-of-the-art models, including those with much larger parameters, on long-form writing benchmarks. This breakthrough enables reliable practical use cases such as multi-section legal reports, in-depth narrative storytelling, and comprehensive educational content creation without manual data curation.",
Zhiqiang Hu,Tencent Hunyuan Multimodal,,LongWriter-Zero: Mastering Ultra-Long Text Generation via Reinforcement Learning,https://openreview.net/forum?id=JWx4DI2N8k,"LongWriter-Zero addresses the challenge of generating ultra-long text where large language models typically degrade in quality or rely on costly synthetic datasets. The researchers overcome this by using reinforcement learning to train a model from scratch with specialized reward signals that ensure coherence, appropriate length, and structural formatting. Experimental results demonstrate that this RL-based approach consistently outperforms existing state-of-the-art models, including those with much larger parameters, on long-form writing benchmarks. This breakthrough enables reliable practical use cases such as multi-section legal reports, in-depth narrative storytelling, and comprehensive educational content creation without manual data curation.",
Roy Ka-Wei Lee,Singapore University of Technology and Design,,LongWriter-Zero: Mastering Ultra-Long Text Generation via Reinforcement Learning,https://openreview.net/forum?id=JWx4DI2N8k,"LongWriter-Zero addresses the challenge of generating ultra-long text where large language models typically degrade in quality or rely on costly synthetic datasets. The researchers overcome this by using reinforcement learning to train a model from scratch with specialized reward signals that ensure coherence, appropriate length, and structural formatting. Experimental results demonstrate that this RL-based approach consistently outperforms existing state-of-the-art models, including those with much larger parameters, on long-form writing benchmarks. This breakthrough enables reliable practical use cases such as multi-section legal reports, in-depth narrative storytelling, and comprehensive educational content creation without manual data curation.",
Juanzi Li,"Tsinghua University, Tsinghua University",,LongWriter-Zero: Mastering Ultra-Long Text Generation via Reinforcement Learning,https://openreview.net/forum?id=JWx4DI2N8k,"LongWriter-Zero addresses the challenge of generating ultra-long text where large language models typically degrade in quality or rely on costly synthetic datasets. The researchers overcome this by using reinforcement learning to train a model from scratch with specialized reward signals that ensure coherence, appropriate length, and structural formatting. Experimental results demonstrate that this RL-based approach consistently outperforms existing state-of-the-art models, including those with much larger parameters, on long-form writing benchmarks. This breakthrough enables reliable practical use cases such as multi-section legal reports, in-depth narrative storytelling, and comprehensive educational content creation without manual data curation.",
Peiyan Hu,Chinese Academy of Sciences,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Haodong Feng,Westlake University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Hongyuan Liu,Westlake University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Tongtong Yan,Shanghai Jiaotong University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Wenhao Deng,University of Glasgow,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Tianrun Gao,Fudan University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Rong Zheng,Peking University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Haoren Zheng,Shanghai Jiaotong University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Chenglei Yu,Westlake University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Chuanrui Wang,Westlake University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Kaiwen Li,Shanghai Jiao Tong University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Zhi-Ming Ma,"Academy of Mathematics and Systems Science, Chinese Academy of Sciences, Chinese Academy of Sciences",,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Dezhi Zhou,Shanghai Jiao Tong University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Xingcai Lu,Shanghai Jiaotong University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Dixia Fan,Westlake University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Tailin Wu,Westlake University,,RealPDEBench: A Benchmark for Complex Physical Systems with Real-World Data,https://openreview.net/forum?id=y3oHMcoItR,"This research tackles the critical gap in scientific machine learning where models trained on simulated data frequently fail when deployed in real-world physical environments due to measurement noise and simplified physics. To solve this, the authors present RealPDEBench, a novel benchmark featuring paired real-world measurements and numerical simulations across five complex systems like fluid dynamics and combustion. Experimental results show that while discrepancies between simulation and reality are significant, pretraining models on simulated data before fine-tuning with actual experiments consistently improves prediction accuracy. Ultimately, this framework enables reliable AI deployment in engineering by bridging the sim-to-real gap and validating foundation models against high-cost experimental data.",
Feng Hong,Shanghai Jiao Tong University,,Improving Diffusion Models for Class-imbalanced Training Data via Capacity Manipulation,https://openreview.net/forum?id=wSGle6ag5I,"This study tackles a critical limitation in AI image generation where diffusion models fail on rare categories because dominant data classes consume excessive model capacity. To fix this, the researchers introduce Capacity Manipulation, a technique that restructures neural network parameters to explicitly reserve resources for minority classes without requiring larger models or more compute. Extensive testing proves this method consistently boosts performance on underrepresented groups while maintaining high quality for common classes, offering a plug-and-play upgrade to current tools. This innovation is particularly valuable for industries facing data scarcity, such as healthcare diagnostics or fraud detection, ensuring reliable generation of rare but important samples.",
Jiangchao Yao,Shanghai Jiaotong University,,Improving Diffusion Models for Class-imbalanced Training Data via Capacity Manipulation,https://openreview.net/forum?id=wSGle6ag5I,"This study tackles a critical limitation in AI image generation where diffusion models fail on rare categories because dominant data classes consume excessive model capacity. To fix this, the researchers introduce Capacity Manipulation, a technique that restructures neural network parameters to explicitly reserve resources for minority classes without requiring larger models or more compute. Extensive testing proves this method consistently boosts performance on underrepresented groups while maintaining high quality for common classes, offering a plug-and-play upgrade to current tools. This innovation is particularly valuable for industries facing data scarcity, such as healthcare diagnostics or fraud detection, ensuring reliable generation of rare but important samples.",
Yifei Shen,Microsoft Research Asia,,Improving Diffusion Models for Class-imbalanced Training Data via Capacity Manipulation,https://openreview.net/forum?id=wSGle6ag5I,"This study tackles a critical limitation in AI image generation where diffusion models fail on rare categories because dominant data classes consume excessive model capacity. To fix this, the researchers introduce Capacity Manipulation, a technique that restructures neural network parameters to explicitly reserve resources for minority classes without requiring larger models or more compute. Extensive testing proves this method consistently boosts performance on underrepresented groups while maintaining high quality for common classes, offering a plug-and-play upgrade to current tools. This innovation is particularly valuable for industries facing data scarcity, such as healthcare diagnostics or fraud detection, ensuring reliable generation of rare but important samples.",
Dongsheng Li,Microsoft Research Asia,,Improving Diffusion Models for Class-imbalanced Training Data via Capacity Manipulation,https://openreview.net/forum?id=wSGle6ag5I,"This study tackles a critical limitation in AI image generation where diffusion models fail on rare categories because dominant data classes consume excessive model capacity. To fix this, the researchers introduce Capacity Manipulation, a technique that restructures neural network parameters to explicitly reserve resources for minority classes without requiring larger models or more compute. Extensive testing proves this method consistently boosts performance on underrepresented groups while maintaining high quality for common classes, offering a plug-and-play upgrade to current tools. This innovation is particularly valuable for industries facing data scarcity, such as healthcare diagnostics or fraud detection, ensuring reliable generation of rare but important samples.",
Junsong Chen,University of Hong Kong,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Yuyang Zhao,NVIDIA,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Jincheng YU,NVIDIA,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Junyu Chen,"Tsinghua University, Tsinghua University",,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Shuai Yang,The Hong Kong University of Science and Technology,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Xianbang Wang,Tsinghua University,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Yicheng Pan,Tsinghua University,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Daquan Zhou,Bytedance,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Huan Ling,NVIDIA,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Haozhe Liu,King Abdullah University of Science and Technology,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Hongwei Yi,"Max Planck Institute for Intelligent Systems, Max-Planck Institute",,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Hao Zhang,NVIDIA Corporation,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Muyang Li,Massachusetts Institute of Technology,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Yukang Chen,NVIDIA,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Han Cai,NVIDIA,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Sanja Fidler,"Department of Computer Science, University of Toronto",,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Ping Luo,The University of Hong Kong,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Song Han,NVIDIA,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Song Han,NVIDIA,,Locality-aware Parallel Decoding for Efficient Autoregressive Image Generation,https://openreview.net/forum?id=h06l9w1clt,"This research tackles the high latency and memory bottlenecks inherent in traditional autoregressive image generation, which typically produces one image patch per step. The authors propose Locality-aware Parallel Decoding (LPD), a new framework that utilizes flexible parallel modeling and optimized scheduling to generate multiple tokens simultaneously while preserving image quality. By decoupling context representation from token generation, the method reduces total generation steps by over 90% on standard resolutions and achieves at least 3.4x lower latency compared to prior models without compromising fidelity. These advancements enable faster text-to-image synthesis and unlock practical capabilities like zero-shot editing and inpainting while ensuring compatibility with existing vision perception backbones for unified multimodal systems.",
Enze Xie,NVIDIA Research,,SANA-Video: Efficient Video Generation with Block Linear Diffusion Transformer,https://openreview.net/forum?id=mzAchylAtf,"SANA-Video addresses the prohibitive costs and slow speeds of existing video generation models that struggle to produce long, high-resolution content efficiently. The paper introduces a compact diffusion model using linear attention to reduce computational complexity while maintaining a fixed memory footprint for extended video sequences. This design achieves high-quality 720p video generation in seconds with training expenses at just one percent of comparable large-scale projects, enabling practical deployment on consumer-grade hardware. These capabilities unlock faster content creation workflows for digital streaming and live production, making advanced AI video tools accessible for everyday users and businesses without massive infrastructure investments.",
Wuyang Li,EPFL - EPF Lausanne,,Stable Video Infinity: Infinite-Length Video Generation with Error Recycling,https://openreview.net/forum?id=X96Ei9n34a,"Current AI video generation tools are limited to short clips because quality degrades over time due to accumulated errors during the creation process. Stable Video Infinity addresses this by employing Error-Recycling Fine-Tuning, which trains models to actively identify and correct their own mistakes by recycling previous errors as supervision signals. This approach enables the generation of ultra-long, non-looping videos without adding computational costs during use while remaining compatible with diverse controls like audio and text. Consequently, this technology unlocks new possibilities for creating hour-scale presentations and dynamic short-form content that supports frequent scene changes beyond the homogeneous scenes typical of existing long-video methods.",
